Date,gm_cap,tesla_cap
2013-11-29,46.12605858273497,15.14632
2013-12-02,46.57862512705381,14.77623
2013-12-03,45.42338947445126,17.2193
2013-12-04,46.10223929092952,16.53505
2013-12-05,46.554805835246974,16.717119999999998
2013-12-06,47.84104759278297,16.345840000000003
2013-12-09,48.710451743709,16.8504
2013-12-10,48.11496944855468,16.92061
2013-12-11,47.82913794687955,16.61835
2013-12-12,47.69813184194471,17.54893
2013-12-13,47.68622219604268,17.570826
2013-12-16,49.353572622476996,17.60486
2013-12-17,49.460759435605006,18.14274
2013-12-18,49.15110864212442,17.60962
2013-12-19,47.995872989523264,16.74568
2013-12-20,48.817638556837004,17.045560000000002
2013-12-23,49.17492793393126,17.08245
2013-12-24,48.68663245190354,18.01779
2013-12-26,49.448849789701576,18.5045
2013-12-27,48.75809032732129,17.98328
2013-12-30,48.460349179744135,18.14036
2013-12-31,48.674722806000126,17.901051
2014-01-02,56.48899277474229,18.7625
2014-01-03,54.58533441017216,18.695
2014-01-06,55.73028835408132,18.375
2014-01-07,55.454395837476156,18.67
2014-01-08,55.757877605740866,18.91
2014-01-09,55.854439986553324,18.44125
2014-01-10,55.219887198362734,18.2149875
2014-01-13,54.59912903600274,17.4175
2014-01-14,55.206092572532164,20.15875
2014-01-15,54.323236519397575,20.51625
2014-01-16,53.79904073785003,21.37125
2014-01-17,53.24725570464132,21.25125
2014-01-21,52.8885954330559,22.085
2014-01-22,53.52314822124648,22.32
2014-01-23,52.99895243969732,22.6875
2014-01-24,50.80560693269306,21.825
2014-01-27,50.70904455188061,21.2025
2014-01-28,50.7780176810319,22.2975
2014-01-29,50.143464892842935,21.90375
2014-01-30,50.81940155852364,22.855
2014-01-31,49.77100999542694,22.67625
2014-02-03,48.62605605151777,22.13875
2014-02-04,49.41234972384151,22.34125
2014-02-05,48.6122614256888,21.8025
2014-02-06,48.59846679985822,22.2975
2014-02-07,49.81239387291706,23.31625
2014-02-10,48.14324414746035,24.57
2014-02-11,48.62605605151777,24.5775
2014-02-12,49.05368945225448,24.415
2014-02-13,48.55708292236648,24.95375
2014-02-14,49.59167985963422,24.77875
2014-02-18,50.08828638952222,25.4625
2014-02-19,49.702036866275634,24.205
2014-02-20,50.36417890612577,26.24625
2014-02-21,50.61248217106977,26.2
2014-02-24,50.41935740944648,27.20625
2014-02-25,49.79859924708648,31.0
2014-02-26,50.80560693269306,31.625
2014-02-27,50.72283917771119,31.5675
2014-02-28,49.93654550538906,30.60125
2014-03-03,49.95034013121964,31.32
2014-03-04,50.94355319099564,31.855
2014-03-05,51.75743611497732,31.5825
2014-03-06,51.78502536663848,31.6175
2014-03-07,51.991944754090746,30.77625
2014-03-10,51.16426720427848,29.855
2014-03-11,48.529493670706934,29.30125
2014-03-12,48.08806564413964,30.18625
2014-03-13,47.02587945521235,29.72375
2014-03-14,47.43971823012009,28.87125
2014-03-17,48.19118340595629,29.2475
2014-03-18,48.9426485817925,30.005
2014-03-19,48.58083201564824,29.48
2014-03-20,49.06789277776519,29.36375
2014-03-21,48.719992233396404,28.61125
2014-03-24,48.90090051646772,27.52125
2014-03-25,48.02419114465882,27.555
2014-03-26,47.620626513191404,26.62
2014-03-27,48.02419114465882,25.915
2014-03-28,48.33034362370284,26.54625
2014-03-31,47.89894694868612,26.05625
2014-04-01,47.78761877448888,27.12125
2014-04-02,48.53908395032508,28.78625
2014-04-03,49.318381169710584,28.175
2014-04-04,48.4416717979017,26.528125
2014-04-07,47.4675502736694,25.94
2014-04-08,48.05202318820813,26.9325
2014-04-09,46.78566520670567,27.11625
2014-04-10,46.3403525099151,25.52375
2014-04-11,44.43385752677368,25.4725
2014-04-14,45.296650876808734,24.76125
2014-04-15,46.42384864056303,24.23875
2014-04-16,47.27272596882262,24.88875
2014-04-17,47.28664199059808,24.765
2014-04-21,47.28664199059808,25.5475
2014-04-22,47.63454253496687,27.33
2014-04-23,47.85719888336135,25.99875
2014-04-24,47.55104640431733,25.9825
2014-04-25,46.92482542445383,24.98125
2014-04-28,46.98048951155244,24.81375
2014-04-29,47.30055801237193,25.865
2014-04-30,47.982443079334054,25.98625
2014-05-01,48.56691599387439,25.96625
2014-05-02,48.664328146297784,26.36375
2014-05-05,48.358175667253754,27.07625
2014-05-06,48.358175667253754,25.91
2014-05-07,48.80348836404433,25.16875
2014-05-08,48.49733588500031,22.32375
2014-05-09,47.63454253496687,22.7825
2014-05-12,48.455587819675536,23.08375
2014-05-13,48.91481653824318,23.77
2014-05-14,48.62258008097301,23.8275
2014-05-15,47.815450818038194,23.57375
2014-05-16,47.314474034147395,23.945
2014-05-19,47.66237457851618,24.51125
2014-05-20,46.02028400909562,24.4125
2014-05-21,46.563008858311186,24.93125
2014-05-22,46.50734477121096,25.61
2014-05-23,46.79958122848113,25.9125
2014-05-27,47.23097790349785,26.445
2014-05-28,48.13551931885767,26.28
2014-05-29,47.94069501401089,26.28
2014-05-30,48.12160329708221,25.97125
2014-06-02,48.51125190677577,25.5875
2014-06-03,49.06789277776519,25.6175
2014-06-04,50.82131152138299,25.49875
2014-06-05,50.4734109770142,25.8625
2014-06-06,51.28054023995063,26.021375
2014-06-09,51.2103890221119,25.66375
2014-06-10,51.07008658643444,25.2875
2014-06-11,50.67723976653884,25.55875
2014-06-12,49.8354251524773,25.44
2014-06-13,49.98975783172154,25.8025
2014-06-16,50.59305830513333,28.07625
2014-06-17,51.0139656121641,28.95875
2014-06-18,50.92978415075859,28.39
2014-06-19,51.02799585573249,28.47375
2014-06-20,50.8175422022163,28.69875
2014-06-23,51.44890316276326,29.6525
2014-06-24,51.32263097065419,29.0625
2014-06-25,52.03817339260665,29.611375
2014-06-26,51.771598764820126,29.45
2014-06-27,51.37875194492453,29.8825
2014-06-30,50.92978415075859,30.0075
2014-07-01,52.73968557099074,29.965
2014-07-02,52.95013922450693,28.678125
2014-07-03,52.95013922450693,28.65625
2014-07-07,52.52923191747616,27.8325
2014-07-08,52.72565532742396,27.38375
2014-07-09,53.2728348265638,27.8825
2014-07-10,52.96416946807532,27.4325
2014-07-11,53.24477433942862,27.26625
2014-07-14,52.894018250236584,28.3375
2014-07-15,52.72565532742396,27.4475
2014-07-16,52.585352891746496,27.145
2014-07-17,52.052203636173445,26.925
2014-07-18,52.4871411867726,27.5025125
2014-07-21,52.51520167390777,27.5675
2014-07-22,52.9781997116421,27.4475
2014-07-23,52.4871411867726,27.81125
2014-07-24,50.144090510965775,27.9425
2014-07-25,49.20406419193034,27.94625
2014-07-28,48.965550051278974,28.1025
2014-07-29,48.33418909073363,28.12625
2014-07-30,48.137765680785826,28.615
2014-07-31,47.45028374596853,27.9125
2014-08-01,46.91713449039547,29.15875
2014-08-04,47.15564863104522,29.815
2014-08-05,46.80489254185318,29.81125
2014-08-06,46.86101351612352,31.1162625
2014-08-07,46.45413645266114,31.54875
2014-08-08,47.04340668250454,31.01625
2014-08-11,47.42222325883175,32.415
2014-08-12,47.2819208231559,32.495
2014-08-13,47.63267691234794,32.53875
2014-08-14,47.63267691234794,32.6725
2014-08-15,47.4783442331037,32.75125
2014-08-18,48.264037872894896,32.4925
2014-08-19,48.50255201354466,32.095
2014-08-20,48.446431039274316,31.96375
2014-08-21,48.54464274424821,31.7925
2014-08-22,48.039553975811934,32.0975
2014-08-25,48.64285444922211,32.81875
2014-08-26,48.89539883344025,32.7175
2014-08-27,48.69897542349245,32.90625
2014-08-28,48.656884692790506,32.9825
2014-08-29,48.82524761560313,33.7125
2014-09-02,48.82524761560313,35.515
2014-09-03,48.362249577868795,35.14875
2014-09-04,48.58673347495178,35.755
2014-09-05,48.51658225711304,34.67375
2014-09-08,47.05743692607132,35.26375
2014-09-09,46.81677013072269,34.81
2014-09-10,47.12822127764492,35.1375
2014-09-11,47.581241127715955,35.03875
2014-09-12,47.09990753701548,34.9
2014-09-15,47.6095548683454,31.7325
2014-09-16,47.722809830863156,32.5925
2014-09-17,47.92100601526924,32.6725
2014-09-18,48.17582968093421,32.9775
2014-09-19,48.04841784810172,32.415
2014-09-22,47.340574332365726,31.25375
2014-09-23,47.02912318544188,31.30125
2014-09-24,47.63786860897484,31.5175
2014-09-25,46.533632724428294,30.86875
2014-09-26,46.95833883386989,30.825
2014-09-29,45.6134361539731,30.6575
2014-09-30,45.21704378516094,30.335
2014-10-01,45.995671652468936,30.03
2014-10-02,46.97249570418461,31.4275
2014-10-03,47.79359418243676,31.90125
2014-10-06,47.77943731212204,32.5775
2014-10-07,44.9763769898107,32.44625
2014-10-08,45.55680867271422,32.41
2014-10-09,43.928768586523034,32.12625
2014-10-10,42.88116018323536,29.61375
2014-10-13,42.17331666749936,28.07375
2014-10-14,42.6263365175704,28.3825
2014-10-15,42.03174796435216,28.7125
2014-10-16,42.38566972222015,28.29375
2014-10-17,42.810375831661766,28.435
2014-10-20,42.95194453480896,28.80875
2014-10-21,43.65978805054335,29.4175
2014-10-22,44.32516095533519,28.8875
2014-10-23,43.787199883375834,29.41125
2014-10-24,42.52723842536736,29.405
2014-10-27,42.583865906626244,27.70875
2014-10-28,44.126964770929106,30.34625
2014-10-29,43.48990560676672,29.7625
2014-10-30,43.574846828655026,29.8325
2014-10-31,44.45257278816606,30.2125
2014-11-03,44.14112164124383,30.32375
2014-11-04,43.63147430991391,29.86625
2014-11-05,43.50406247708143,28.87125
2014-11-06,44.4101021772219,30.1525
2014-11-07,44.72155332414574,30.025
2014-11-10,44.056180419355506,30.24125
2014-11-11,44.38178843659246,31.385
2014-11-12,44.4808865287955,31.1375
2014-11-13,44.80649454603406,31.4625
2014-11-14,45.00469073044014,32.335
2014-11-17,45.74084798680397,31.7475
2014-11-18,45.6842205055467,32.2125
2014-11-19,45.51433806177007,30.9675
2014-11-20,45.486024321140626,31.08875
2014-11-21,45.486024321140626,30.3475
2014-11-24,45.57096554302894,30.84
2014-11-25,45.62759302428782,31.01125
2014-11-26,45.401083099252304,31.055
2014-11-28,47.326417462051005,30.565
2014-12-01,46.63273081663133,28.955
2014-12-02,47.08575066670076,28.92875
2014-12-03,47.62371173866012,28.6625
2014-12-04,46.845083871352124,28.535
2014-12-05,48.034260977787,27.96375
2014-12-08,46.68935829789021,26.795
2014-12-09,46.87508707936782,27.11125
2014-12-10,45.67499341442814,26.23
2014-12-11,45.98930366000873,26.11
2014-12-12,45.10352024064803,25.875
